0;0;{}
0;1;{}
0;2;{}
0;3;{}
0;4;{}
0;5;{}
0;6;{}
0;7;{}
0;8;{}
0;9;{}
0;10;{}
0;11;{}
0;12;{}
0;13;{}
0;14;{}
0;15;{}
0;16;{}
0;17;{}
0;18;{}
0;19;{}
0;20;{}
0;21;{}
0;22;{}
0;23;{}
0;24;{}
0;25;{}
0;26;{}
0;27;{}
0;28;{}
0;29;{}
0;30;{}
0;31;{}
0;32;{}
0;33;{}
0;34;{}
0;35;{}
0;36;{}
0;37;{}
0;38;{}
0;39;{}
0;40;{}
0;41;{}
0;42;{}
0;43;{}
0;44;{}
0;45;{}
0;46;{}
0;47;{}
0;48;{}
0;49;{}
0;50;{}
0;51;{}
0;52;{}
0;53;{}
0;54;{}
0;55;{}
0;56;{}
0;57;{}
0;58;{}
0;59;{}
0;60;{}
0;61;{}
0;62;{}
0;63;{}
0;64;{}
0;65;{}
0;66;{}
0;67;{}
0;68;{}
0;69;{}
0;70;{}
0;71;{}
0;72;{}
0;73;{}
0;74;{}
0;75;{}
1;1;{}
1;76;{}
1;77;{}
1;78;{}
1;2;{}
1;79;{}
1;6;{}
1;80;{}
1;81;{}
1;82;{}
1;83;{}
1;84;{}
1;85;{}
1;86;{}
1;87;{}
1;88;{}
1;89;{}
1;90;{}
1;91;{}
1;92;{}
1;93;{}
1;94;{}
1;95;{}
1;96;{}
1;97;{}
1;98;{}
1;99;{}
1;100;{}
1;101;{}
1;102;{}
1;103;{}
1;104;{}
1;105;{}
1;106;{}
1;107;{}
1;108;{}
1;109;{}
1;110;{}
1;111;{}
1;112;{}
1;113;{}
1;114;{}
1;115;{}
1;116;{}
1;117;{}
1;118;{}
1;119;{}
1;120;{}
1;121;{}
1;122;{}
1;123;{}
1;124;{}
1;125;{}
1;126;{}
1;127;{}
1;128;{}
1;129;{}
1;11;{}
1;12;{}
1;9;{}
1;14;{}
2;2;{}
2;76;{}
2;130;{}
2;131;{}
2;132;{}
2;8;{}
2;133;{}
2;134;{}
2;135;{}
2;136;{}
2;137;{}
2;138;{}
2;139;{}
2;140;{}
2;141;{}
2;142;{}
2;92;{}
2;143;{}
2;144;{}
2;145;{}
2;146;{}
2;100;{}
2;147;{}
2;148;{}
2;149;{}
2;150;{}
2;10;{}
2;151;{}
2;152;{}
2;103;{}
2;153;{}
2;154;{}
2;155;{}
2;156;{}
2;157;{}
2;106;{}
2;158;{}
2;159;{}
2;160;{}
2;161;{}
2;162;{}
2;163;{}
2;164;{}
2;165;{}
2;166;{}
2;167;{}
2;112;{}
2;168;{}
2;14;{}
2;169;{}
2;170;{}
2;171;{}
2;121;{}
2;172;{}
2;173;{}
2;124;{}
2;174;{}
2;175;{}
2;176;{}
2;177;{}
2;178;{}
2;12;{}
2;179;{}
2;180;{}
2;11;{}
2;7;{}
3;3;{}
3;8;{}
3;223;{}
3;224;{}
3;225;{}
3;226;{}
3;227;{}
3;228;{}
3;229;{}
3;230;{}
3;231;{}
3;232;{}
3;233;{}
3;234;{}
3;235;{}
3;236;{}
3;237;{}
3;238;{}
4;4;{}
4;181;{}
4;182;{}
5;5;{}
5;8;{}
5;289;{}
5;240;{}
5;290;{}
5;206;{}
5;291;{}
5;125;{}
5;11;{}
6;6;{}
6;183;{}
6;109;{}
6;184;{}
6;185;{}
6;186;{}
6;125;{}
6;187;{}
6;11;{}
6;112;{}
6;188;{}
6;189;{}
6;12;{}
6;190;{}
6;14;{}
7;7;{}
7;8;{}
7;191;{}
7;192;{}
7;193;{}
7;10;{}
7;12;{}
7;13;{}
7;189;{}
7;194;{}
8;8;{}
8;195;{}
8;196;{}
8;82;{}
8;197;{}
8;198;{}
8;84;{}
8;199;{}
8;200;{}
8;13;{}
8;201;{}
8;202;{}
8;203;{}
8;10;{}
8;103;{}
8;204;{}
8;194;{}
8;205;{}
8;206;{}
8;207;{}
8;208;{}
8;209;{}
8;210;{}
8;189;{}
8;115;{}
8;211;{}
8;212;{}
8;213;{}
8;214;{}
8;125;{}
8;128;{}
8;11;{}
8;215;{}
9;9;{}
9;239;{}
9;240;{}
9;241;{}
9;195;{}
9;222;{}
9;242;{}
9;129;{}
10;10;{}
10;159;{}
10;184;{}
10;221;{}
10;222;{}
10;191;{}
10;200;{}
10;11;{}
10;129;{}
10;12;{}
10;13;{}
10;14;{}
11;11;{}
11;14;{}
11;292;{}
