0;0;{}
0;65;{}
0;66;{}
0;67;{}
0;68;{}
0;69;{}
0;70;{}
0;71;{}
0;72;{}
0;73;{}
0;74;{}
0;75;{}
0;76;{}
0;77;{}
0;78;{}
0;79;{}
0;80;{}
0;81;{}
0;82;{}
0;83;{}
0;84;{}
0;85;{}
0;86;{}
0;87;{}
0;88;{}
0;89;{}
0;62;{}
1;1;{}
2;2;{}
2;90;{}
3;3;{}
3;91;{}
3;92;{}
3;88;{}
3;93;{}
3;94;{}
3;95;{}
3;96;{}
3;97;{}
3;98;{}
3;99;{}
3;100;{}
3;101;{}
3;102;{}
3;103;{}
3;15;{}
4;4;{}
4;104;{}
4;105;{}
5;5;{}
5;106;{}
5;107;{}
5;38;{}
5;108;{}
5;109;{}
5;110;{}
6;6;{}
7;7;{}
7;111;{}
7;112;{}
8;8;{}
8;113;{}
8;21;{}
9;9;{}
9;114;{}
9;115;{}
9;88;{}
10;10;{}
11;11;{}
11;116;{}
11;117;{}
11;118;{}
12;12;{}
12;75;{}
12;119;{}
12;120;{}
12;121;{}
13;13;{}
14;14;{}
14;122;{}
14;123;{}
14;124;{}
15;15;{}
15;92;{}
15;88;{}
15;125;{}
15;126;{}
15;127;{}
15;101;{}
15;34;{}
16;16;{}
17;17;{}
18;18;{}
18;88;{}
18;128;{}
19;19;{}
19;129;{}
20;20;{}
21;21;{}
21;88;{}
21;128;{}
22;22;{}
23;23;{}
24;24;{}
24;130;{}
24;131;{}
24;62;{}
25;25;{}
26;26;{}
27;27;{}
28;28;{}
28;42;{}
29;29;{}
29;132;{}
29;133;{}
29;134;{}
29;135;{}
30;30;{}
30;35;{}
31;31;{}
31;136;{}
31;137;{}
31;138;{}
32;32;{}
33;33;{}
34;34;{}
35;35;{}
35;139;{}
35;94;{}
35;140;{}
36;36;{}
36;141;{}
37;37;{}
38;38;{}
38;142;{}
39;39;{}
39;92;{}
39;143;{}
39;144;{}
39;88;{}
39;145;{}
40;40;{}
40;146;{}
40;147;{}
40;148;{}
41;41;{}
41;149;{}
41;150;{}
41;151;{}
42;42;{}
42;152;{}
42;153;{}
42;154;{}
42;155;{}
42;156;{}
42;157;{}
42;158;{}
42;159;{}
42;160;{}
42;161;{}
42;150;{}
42;162;{}
42;163;{}
42;164;{}
42;165;{}
42;166;{}
42;167;{}
42;88;{}
42;168;{}
43;43;{}
44;44;{}
45;45;{}
45;88;{}
45;169;{}
46;46;{}
46;109;{}
47;47;{}
48;48;{}
49;49;{}
50;50;{}
51;51;{}
52;52;{}
53;53;{}
54;54;{}
55;55;{}
55;88;{}
55;170;{}
55;128;{}
56;56;{}
56;171;{}
56;86;{}
56;88;{}
57;57;{}
58;58;{}
59;59;{}
60;60;{}
60;172;{}
60;173;{}
61;61;{}
62;62;{}
62;174;{}
62;88;{}
63;63;{}
63;92;{}
63;175;{}
63;176;{}
64;64;{}
64;177;{}
65;65;{}
66;66;{}
67;67;{}
68;68;{}
69;69;{}
70;70;{}
71;71;{}
72;72;{}
73;73;{}
74;74;{}
75;75;{}
76;76;{}
77;77;{}
78;78;{}
79;79;{}
80;80;{}
81;81;{}
82;82;{}
83;83;{}
84;84;{}
85;85;{}
86;86;{}
87;87;{}
88;88;{}
89;89;{}
90;90;{}
91;91;{}
92;92;{}
93;93;{}
94;94;{}
95;95;{}
96;96;{}
97;97;{}
98;98;{}
99;99;{}
100;100;{}
101;101;{}
102;102;{}
103;103;{}
104;104;{}
105;105;{}
106;106;{}
107;107;{}
108;108;{}
109;109;{}
110;110;{}
111;111;{}
112;112;{}
113;113;{}
114;114;{}
115;115;{}
116;116;{}
117;117;{}
118;118;{}
119;119;{}
120;120;{}
121;121;{}
122;122;{}
123;123;{}
124;124;{}
125;125;{}
126;126;{}
127;127;{}
128;128;{}
129;129;{}
130;130;{}
131;131;{}
132;132;{}
133;133;{}
134;134;{}
135;135;{}
136;136;{}
137;137;{}
138;138;{}
139;139;{}
140;140;{}
141;141;{}
142;142;{}
143;143;{}
144;144;{}
145;145;{}
146;146;{}
147;147;{}
148;148;{}
149;149;{}
150;150;{}
151;151;{}
152;152;{}
153;153;{}
154;154;{}
155;155;{}
156;156;{}
157;157;{}
158;158;{}
159;159;{}
160;160;{}
161;161;{}
162;162;{}
163;163;{}
164;164;{}
165;165;{}
166;166;{}
167;167;{}
168;168;{}
169;169;{}
170;170;{}
171;171;{}
172;172;{}
173;173;{}
174;174;{}
175;175;{}
176;176;{}
177;177;{}
